bout,datecode,sample,block,field,treatment,treat.na,treat.stover,pH,gdry_gwet,co2,toc.k2so4,tn.k2so4,toc.h2o,tn.h2o,fum.c,fum.n,p.k2so4,p.fum,p.h2o,p.bicarb,bg,lap,nag,phos,p.total,na,n.percent,c.percent
3,20160930,14,4,toussaint,corn,0,1,7.61,0.78243513,41.15824737,66.68871241,10.38406851,28.42399816,5.524487569,236.5286912,49.94242383,1.506499268,2.335967255,1.110574154,3.183706339,95.62841537,432.9213888,13.43737601,67.35473894,857,8,0.21,2.78
3,20160930,15,4,toussaint,na,1,0,8.07,0.770010132,34.68154302,285.7655123,8.863856766,48.36036931,2.06238147,194.7285636,40.33589768,1.141977992,1.540945711,1.597747994,2.375480689,88.83295186,417.9414288,7.428869781,56.54689119,849,249,0.2,2.46
3,20160930,16,4,toussaint,both,1,1,8.24,0.767096135,30.40656543,53.67259583,9.865177616,41.74063291,9.879106288,236.8162575,48.40057193,1.327517483,3.002486831,2.503585674,3.992309758,125.5161747,689.4638989,18.05503163,108.0462943,866,232,0.25,3.04
3,20160930,17,5,toussaint,cont,0,0,6.33,0.812,7.931038005,27.33913526,135.7331777,9.672973934,134.1067819,147.5278388,97.97689999,0.495432004,1.079310259,0.535452147,0.906530263,21.2703135,172.627959,11.04454608,28.71906052,735,8,0.17,2.08
3,20160930,18,5,toussaint,corn,0,1,6.76,0.812812813,28.65429425,58.37784379,47.09274033,35.31061852,51.71103941,258.0863433,75.2465586,0.992097188,2.942331005,0.844468891,NS,62.13014823,316.7873317,25.14823368,62.50332699,759,4,0.19,2.21
3,20160930,19,5,toussaint,na,1,0,6.87,0.809,12.25473364,70.90551262,165.0824709,19.50442144,139.47944,197.9464541,171.5821227,2.609780864,1.442545212,0.695049071,2.332401352,35.45671775,164.6065711,7.617614952,39.798616,758,313,0.2,2.49
3,20160930,20,5,toussaint,both,1,1,6.60,0.813186813,13.63084169,247.0332227,116.4435717,40.19277391,124.9047891,259.9911206,133.3241204,0.831758528,3.168208013,0.565495493,2.083299221,63.30224072,282.6975166,47.05616705,57.92136272,802,279,0.17,2.02
3,20160930,21,6,toussaint,cont,0,0,7.13,0.784569138,13.32006023,45.30725044,18.24056461,22.22115666,19.50529775,43.33261779,26.81818869,1.337358818,0.411835205,0.524850337,1.938280423,76.35674998,358.5465872,12.51420034,57.7319374,730,5,0.2,2.42
3,20160930,22,6,toussaint,corn,0,1,6.83,0.799599198,32.7176192,37.22651973,42.1276606,21.64553561,17.65838038,251.6939782,71.16631144,0.492853651,1.415319576,0.163068918,1.619495785,74.17570266,322.1359168,31.64749983,61.74066891,750,7,0.23,2.94
3,20160930,23,6,toussaint,na,1,0,7.47,0.780876494,106.3756515,174.9616067,7.644490644,36.86770755,1.981280101,163.0588013,34.57434566,0.645321643,1.486554383,2.138884255,2.071391447,53.71449269,341.3438098,15.45795267,55.73609987,720,217,0.17,2.49
3,20160930,24,6,toussaint,both,1,1,6.35,0.799648506,49.83437816,57.61769166,94.31301488,49.47263402,119.3579738,248.8111719,115.7598465,0.903083808,2.278142063,1.336310371,1.57678822,70.40894203,412.4558693,20.5723222,74.25293355,758,262,0.17,2.3
3,20160930,25,7,stony.ridge,cont,0,0,6.15,0.800193986,0.00001,41.0614034,25.96839618,28.07816569,33.88808253,138.7869779,42.23937299,0.052492643,0.415951988,0.182539803,0.894606458,43.41517519,216.2474941,9.951110856,59.08227377,789,10,0.21,2.74
3,20160930,26,7,stony.ridge,na,1,0,6.65,0.774577954,4.438830027,43.95368228,14.71426779,40.5164481,16.78892267,158.3795351,38.39433977,NS,1.014711823,0.20511479,2.013435163,51.11630215,203.2906389,8.473774132,57.78393335,785,389,0.22,2.57
3,20160930,27,7,stony.ridge,corn,0,1,6.39,0.781527531,25.41086563,NR,NR,13.29147075,35.04515332,208.2473719,65.58884056,NS,1.169189893,0.663082752,1.196958749,55.05188665,292.1167214,19.23542077,79.82714158,790,14,0.22,2.66
3,20160930,28,7,stony.ridge,both,1,1,6.12,0.794616152,0.00001,63.01393396,67.6569172,32.17583568,67.96474755,160.0934476,72.43518313,0.725730114,1.239136056,0.317065359,1.375936976,48.44115471,248.8934545,134.1152804,77.30453068,829,266,0.22,2.51
3,20160930,29,8,stony.ridge,cont,0,0,6.69,0.803803804,0.00001,36.15742733,6.283908318,25.45058344,6.845897931,118.504725,26.65760365,0.338190713,0.331786894,0.198213387,1.179988008,33.33946541,225.0820471,5.829866425,41.12311911,791,22,0.19,2.31
3,20160930,30,8,stony.ridge,na,1,0,6.30,0.820359281,0.00001,78.89914013,82.77328407,108.9578544,199.0491438,173.2628575,89.44867635,0.718910019,0.789493161,0.200087403,1.996066358,32.06584963,215.2909082,108.901177,53.42046105,785,364,0.2,2.15
3,20160930,31,8,stony.ridge,corn,0,1,6.23,0.797202797,30.05346104,125.7983601,103.7407546,61.45041113,56.12792753,273.078263,106.3313553,0.813392904,1.219956898,0.359503413,1.862336791,47.73440068,340.9447998,31.7206579,56.15480763,786,11,0.22,2.49
3,20160930,32,8,stony.ridge,both,1,1,6.48,0.797392177,14.78616168,41.08997087,36.15591159,26.62366769,35.11472904,170.5876613,67.46884955,0.629955868,0.706218574,0.354372805,1.408873848,70.24540936,308.5496608,15.07909301,61.22229854,768,289,0.21,2.27
3,20160930,33,9,stony.ridge,cont,0,0,6.36,0.752212389,7.937316011,50.35200644,27.05403283,21.13426738,27.11020385,79.83342361,33.49588312,2.307924003,3.912592999,2.149173755,2.88862672,33.23603981,135.800096,6.512407558,37.0298715,776,8,0.19,2.25
3,20160930,34,9,stony.ridge,na,1,0,6.38,0.782,10.37667341,43.15174106,25.60269858,18.66270068,25.32987452,132.5180679,38.92713578,0.431215029,1.381146463,1.10349478,NR,68.66224545,312.281265,13.5241689,69.39575457,759,153,0.2,2.4
3,20160930,35,9,stony.ridge,corn,0,1,6.54,0.76776246,9.927144701,61.4650049,67.01151565,48.2153407,118.9613672,187.1724176,81.63380285,0.542648003,1.034180896,0.09857922,1.523887767,76.90322342,321.9664422,153.0643212,94.57381449,764,14,0.22,2.48
3,20160930,36,9,stony.ridge,both,1,1,6.28,0.798810704,19.19695767,68.87032631,56.00960353,17.62331745,34.04675163,181.8536325,65.56475235,0.465863853,1.498729378,0.259906072,2.449047346,44.15114435,249.5302861,7.053759788,54.62023538,778,365,0.22,2.44
3,20160930,37,10,luckey,cont,0,0,7.67,0.793279022,,42.5926017,18.14816978,37.10830103,21.85508991,148.22085,46.03687432,0.565553427,1.780654897,0.466173604,4.572297349,49.65284255,305.2743942,6.055046939,55.73609987,874,15,0.21,2.51
3,20160930,38,10,luckey,na,1,0,7.33,0.784646062,0.00001,94.16947554,163.9880033,52.99400259,189.6319595,159.4934403,143.3975203,4.492855293,3.903523957,1.483697061,5.459831696,38.20093007,292.478474,9.30314204,55.33751663,937,339,0.31,3.41
3,20160930,39,10,luckey,corn,0,1,7.64,0.760869565,15.76605318,151.7740928,40.32809725,29.5399618,16.03532293,126.3555844,50.85884554,5.21268375,5.506623977,1.676885552,4.248508158,96.16956757,471.033589,18.88000438,96.56240459,954,12,0.23,2.8
3,20160930,40,10,luckey,both,1,1,7.50,0.771228771,0.00001,100.7067253,150.1051631,30.51639633,209.1255026,227.9971235,148.5577965,4.430019159,5.68002869,1.118125627,5.614632633,48.53101544,404.3292447,7.970250801,64.65415678,974,89,0.27,3.08
3,20160930,41,11,luckey,cont,0,0,6.44,0.814484127,0.00001,63.38364692,129.2437515,29.1201332,139.9493384,160.8358679,127.170798,0.71267187,1.686027352,0.789480142,4.339102752,36.5551603,240.8031816,11.60430555,64.97234549,927,12,0.25,2.31
3,20160930,42,11,luckey,na,1,0,6.03,0.821178821,14.92740459,71.54394286,403.7969577,69.50716516,600.476009,132.9589274,396.6577098,3.669874568,8.218321094,2.650114361,16.70334599,,,,,937,392,0.2,2.4
3,20160930,43,11,luckey,corn,0,1,6.99,0.769539078,12.0326765,65.03336213,18.65379311,30.80598202,25.75589133,245.6617709,63.62073046,1.522384404,4.604950622,1.513368807,2.480188544,62.48172534,365.4175994,22.39145212,95.08057257,901,11,0.18,2.35
3,20160930,44,11,luckey,both,1,1,7.24,0.766,23.86374797,125.0789991,19.11044621,55.30903114,19.01498992,169.0908237,46.61625631,1.006014398,3.562808297,1.023969232,7.95264316,61.47366559,344.8472216,17.02425394,72.2792302,896,171,0.2,2.51
3,20160930,45,12,luckey,cont,0,0,5.79,0.805025126,8.505142953,57.53705646,149.910265,NS,NS,148.5059165,171.6191891,2.745552013,4.98137696,NS,5.030132461,42.39206101,180.0122763,31.69882391,46.43197791,956,3,0.23,2.46
3,20160930,46,12,luckey,na,1,0,5.60,0.807192807,0.00001,104.5486416,229.7592517,26.5224553,128.456885,115.7019014,198.4652945,6.3310287,4.941435141,1.708534964,7.775384558,23.27420015,165.819758,24.75128249,53.8498044,981,173,0.23,2.47
3,20160930,47,12,luckey,corn,0,1,6.02,0.783,8.608100422,54.67103689,30.63567731,39.05766341,38.86453657,158.2428971,57.83404828,1.103905171,2.621838795,3.428702248,5.388910195,45.41305068,225.6481543,14.65127055,66.53869629,893,4,0.19,2.29
3,20160930,48,12,luckey,both,1,1,6.10,0.80761523,13.97816073,82.32152926,199.4934172,60.15663641,242.5396715,260.6088525,215.5729742,3.129201391,7.067350776,2.128736476,4.174164088,132.4761276,355.6056368,37.44925195,93.30330247,912,414,0.22,2.6
